Student_ID,CGPA,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Technical_Skills,Communication_Skills,Aptitude_Score,Attendance,Placement
393,6.86,91.51,58.49,1,1,0,10,2,77,72.95,Placed
394,8.88,69.86,75.99,4,0,3,5,6,47,86.45,Not Placed
395,6.7,83.4,66.85,4,0,3,5,10,45,86.09,Not Placed
396,9.65,60.25,91.44,3,1,0,6,9,84,70.04,Placed
397,9.29,64.66,71.54,0,0,1,6,4,68,86.02,Placed
398,7.14,94.82,62.44,2,1,3,6,6,97,68.49,Not Placed
399,8.75,50.65,80.86,0,0,4,2,7,88,64.88,Placed
400,8.77,54.28,85.34,3,0,3,10,6,91,88.06,Placed
401,5.52,60.39,58.35,2,0,4,3,8,42,64.54,Not Placed
402,9.51,51.33,58.38,4,1,0,6,4,35,99.88,Not Placed
403,7.53,59.07,51.83,3,0,0,8,1,89,67.34,Not Placed
404,9.13,79.15,86.82,4,1,3,1,7,43,83.77,Not Placed
405,6.6,71.07,83.19,1,0,2,1,3,83,76.45,Not Placed
406,9.48,94.63,73.73,5,0,4,2,6,33,65.06,Not Placed
407,6.95,90.87,92.21,3,0,1,6,2,68,61.11,Not Placed
408,5.05,67.09,90.28,1,0,3,9,9,54,84.91,Not Placed
409,9.53,62.97,79.27,3,0,1,4,1,61,92.27,Not Placed
410,5.46,68.98,93.41,3,1,3,3,6,88,93.68,Not Placed
411,6.6,79.51,60.29,1,1,2,8,6,92,79.31,Placed
412,9.75,63.4,55.6,2,0,2,10,5,67,91.1,Placed
413,9.75,81.21,63.49,0,0,2,9,5,82,86.91,Placed
414,7.87,70.47,52.85,4,0,2,5,1,96,88.97,Not Placed
415,8.16,77.6,76.56,3,0,0,9,10,57,79.7,Not Placed
416,7.24,71.81,96.83,4,1,0,2,5,32,85.34,Not Placed
417,6.47,64.72,51.97,5,0,4,3,2,51,92.22,Not Placed
418,6.64,97.42,56.11,1,1,1,7,7,67,75.92,Placed
419,8.36,88.18,72.61,4,0,3,7,3,91,92.24,Not Placed
420,8.76,57.01,96.69,1,1,3,6,4,86,83.68,Placed
421,8.96,93.42,65.81,4,0,0,6,3,35,66.64,Not Placed
422,8.95,74.37,75.36,0,0,3,2,3,61,60.99,Placed
423,5.46,94.73,52.08,0,1,0,10,4,39,74.51,Placed
424,7.47,89.99,57.42,0,0,4,6,5,32,81.87,Placed
425,5.29,71.26,99.33,0,0,1,4,1,88,93.59,Not Placed
426,7.75,51.12,98.26,0,0,4,3,4,78,65.1,Placed
427,7.21,63.43,50.25,0,1,2,2,8,88,92.01,Placed
428,9.44,77.08,97.59,1,0,2,1,10,60,94.52,Placed
429,6.75,81.67,81.96,3,0,2,5,7,98,66.03,Not Placed
430,5.59,62.89,93.4,4,1,4,2,9,91,94.06,Not Placed
431,5.71,56.97,72.74,0,1,3,2,5,81,99.66,Placed
432,8.81,91.75,75.78,1,1,1,7,10,70,89.07,Placed
433,8.09,99.22,74.44,1,0,2,8,4,60,91.39,Placed
434,5.51,76.28,83.34,1,0,2,10,8,51,99.78,Placed
435,5.42,58.58,56.98,3,0,2,8,9,33,84.22,Not Placed
436,8.5,63.62,51.5,4,1,1,4,7,42,72.32,Not Placed
437,5.36,50.92,65.4,3,0,2,1,7,74,93.5,Not Placed
438,9.11,95.71,85.23,2,0,1,7,5,71,84.58,Placed
439,8.53,55.89,60.09,1,1,2,1,4,78,83.25,Not Placed
440,5.41,78.83,83.67,2,1,4,4,10,49,70.15,Placed
441,5.42,63.7,98.5,5,1,4,8,1,83,90.25,Not Placed
442,9.93,77.71,54.7,0,1,1,2,10,65,63.27,Placed
443,6.87,82.57,83.63,0,1,4,6,10,30,96.97,Placed
444,6.85,91.49,72.19,3,0,1,6,7,44,73.03,Not Placed
445,9.06,60.32,93.41,4,1,4,9,1,46,65.11,Placed
446,9.74,50.55,58.86,2,0,4,5,1,53,77.69,Placed
447,9.93,56.84,84.63,4,0,1,10,5,87,61.7,Placed
448,8.77,95.0,91.91,3,1,3,4,9,52,87.39,Placed
449,6.88,93.69,97.23,0,1,4,5,6,75,96.11,Placed
450,5.42,79.87,84.16,4,1,2,10,3,37,93.49,Not Placed
451,8.89,80.03,74.86,4,0,3,5,3,88,65.09,Not Placed
452,7.79,83.25,80.89,0,1,1,8,7,88,65.05,Placed
453,7.12,58.77,93.45,2,1,3,10,6,42,92.54,Placed
454,9.53,95.72,78.53,0,1,0,8,9,68,96.97,Placed
455,5.56,70.94,51.52,4,1,0,2,6,57,78.43,Not Placed
456,7.46,69.16,96.55,2,1,4,7,5,90,79.96,Placed
457,5.06,75.95,84.48,2,0,4,8,10,45,72.73,Not Placed
458,7.34,52.35,83.83,0,0,2,6,7,31,95.77,Placed
459,5.28,58.31,60.78,4,0,3,5,1,46,85.8,Not Placed
460,5.59,86.9,82.94,3,1,0,9,7,59,71.53,Not Placed
461,5.59,54.14,69.69,4,1,4,3,3,42,71.95,Not Placed
462,8.25,80.16,82.56,1,1,3,10,9,42,95.65,Placed
463,8.73,62.27,55.33,5,0,4,4,6,72,60.55,Not Placed
464,7.92,69.46,82.89,3,1,4,9,9,50,72.91,Placed
465,9.81,64.43,99.97,2,1,0,6,5,84,82.17,Placed
466,6.87,67.78,52.41,3,1,0,8,7,69,65.93,Not Placed
467,6.43,85.95,98.86,2,0,4,7,4,44,63.68,Not Placed
468,9.34,64.86,70.35,2,1,1,2,7,81,92.61,Placed
469,6.12,78.32,93.54,3,0,4,3,1,82,95.78,Not Placed
470,9.82,73.8,89.12,2,1,4,1,7,81,92.94,Placed
471,5.06,83.18,78.35,2,0,2,9,8,59,95.95,Not Placed
472,9.85,96.84,86.92,1,0,2,7,5,62,82.12,Placed
473,5.22,86.63,93.93,4,0,2,1,2,86,92.49,Not Placed
474,9.46,60.75,70.21,4,1,1,3,5,81,75.36,Not Placed
475,7.64,51.56,66.35,5,1,1,4,6,38,86.65,Not Placed
476,9.96,63.11,83.38,5,0,4,4,2,83,99.55,Not Placed
477,5.37,79.75,90.39,1,0,2,5,6,30,69.03,Not Placed
478,7.77,52.57,88.11,5,1,1,3,6,73,75.6,Not Placed
479,9.85,74.82,89.89,3,1,0,3,1,38,79.2,Not Placed
480,7.62,79.84,71.78,0,0,4,1,1,61,65.52,Placed
481,8.15,66.71,90.89,0,1,3,7,10,44,63.24,Placed
482,8.48,88.55,56.01,0,1,4,10,3,41,93.19,Placed
483,7.27,55.33,77.22,1,1,3,1,10,86,99.07,Placed
484,8.14,53.76,50.29,1,1,2,2,10,37,76.19,Not Placed
485,7.92,86.41,66.23,2,0,3,4,3,56,63.51,Placed
486,9.51,74.77,68.32,0,1,2,4,4,91,62.63,Placed
487,5.23,84.42,69.81,3,1,0,5,2,41,95.65,Not Placed
488,6.4,71.74,84.77,5,0,3,2,9,94,78.55,Not Placed
489,9.75,62.32,69.43,3,0,4,4,10,71,72.8,Not Placed
490,9.45,90.96,72.43,5,1,2,1,7,91,79.06,Not Placed
491,7.28,89.97,61.88,0,1,4,2,7,40,72.73,Placed
492,8.1,84.73,68.66,0,1,1,1,6,72,79.56,Placed
493,6.39,63.61,61.36,0,1,2,10,3,46,94.38,Placed
494,5.94,79.51,53.66,1,0,3,10,6,61,83.69,Placed
495,7.32,68.05,80.17,5,0,2,4,8,69,87.79,Not Placed
496,6.77,54.58,83.41,1,0,4,4,8,52,74.59,Placed
497,7.92,95.87,80.97,1,1,0,7,9,85,89.54,Placed
498,5.39,56.84,73.17,4,1,2,10,1,35,86.66,Not Placed
499,9.87,97.51,68.99,3,1,3,9,1,79,64.78,Placed
500,9.93,72.3,93.17,3,1,1,9,3,66,82.91,Placed
